case,repetition,structure,ns_per_lookup,metadata_bytes,bytes_per_managed_mib,checksum,elapsed_seconds
random-d100-r256-rs21-gs12,8,memx_bounded,5.9639,1050824,2052.39,0xb7a9108205ed60d6,0.39881229299498955
random-d100-r256-rs21-gs12,8,memx_bounded_assume_mapped,4.1392,1050824,2052.39,0xb7a9108205ed60d6,0.39881229299498955
random-d100-r256-rs21-gs12,8,memx_bounded_trusted,4.1293,1050824,2052.39,0xb7a9108205ed60d6,0.39881229299498955
random-d100-r256-rs21-gs12,8,memx_bounded_branchless,5.2468,1050832,2052.41,0xb7a9108205ed60d6,0.39881229299498955
random-d100-r256-rs21-gs12,8,memx_overlay_checked,5.659,1050824,2052.39,0xb7a9108205ed60d6,0.39881229299498955
random-d100-r256-rs21-gs12,8,memx_overlay_trusted,3.9281,1050824,2052.39,0xb7a9108205ed60d6,0.39881229299498955
random-d100-r256-rs21-gs12,8,memx_sparse,6.4995,1245384,2432.39,0xb7a9108205ed60d6,0.39881229299498955
random-d100-r256-rs21-gs12,8,memx_flat_fallback,3.0428,1048776,2048.39,0xb7a9108205ed60d6,0.39881229299498955
random-d100-r256-rs21-gs12,9,flat,3.3648,1048608,2048.06,0xb7a9108205ed60d6,0.40311189900239697
random-d100-r256-rs21-gs12,9,flat_assume_mapped,2.9439,1048608,2048.06,0xb7a9108205ed60d6,0.40311189900239697
random-d100-r256-rs21-gs12,9,two_level,4.2674,1052744,2056.14,0xb7a9108205ed60d6,0.40311189900239697
random-d100-r256-rs21-gs12,9,radix,6.9515,1083488,2116.19,0xb7a9108205ed60d6,0.40311189900239697
random-d100-r256-rs21-gs12,9,cached_radix,8.1819,1083744,2116.69,0xb7a9108205ed60d6,0.40311189900239697
random-d100-r256-rs21-gs12,9,memx_bounded,5.9607,1050824,2052.39,0xb7a9108205ed60d6,0.40311189900239697
random-d100-r256-rs21-gs12,9,memx_bounded_assume_mapped,4.3264,1050824,2052.39,0xb7a9108205ed60d6,0.40311189900239697
random-d100-r256-rs21-gs12,9,memx_bounded_trusted,4.1863,1050824,2052.39,0xb7a9108205ed60d6,0.40311189900239697
random-d100-r256-rs21-gs12,9,memx_bounded_branchless,5.0584,1050832,2052.41,0xb7a9108205ed60d6,0.40311189900239697
random-d100-r256-rs21-gs12,9,memx_overlay_checked,6.0979,1050824,2052.39,0xb7a9108205ed60d6,0.40311189900239697
random-d100-r256-rs21-gs12,9,memx_overlay_trusted,3.8985,1050824,2052.39,0xb7a9108205ed60d6,0.40311189900239697
random-d100-r256-rs21-gs12,9,memx_sparse,6.6269,1245384,2432.39,0xb7a9108205ed60d6,0.40311189900239697
random-d100-r256-rs21-gs12,9,memx_flat_fallback,3.1512,1048776,2048.39,0xb7a9108205ed60d6,0.40311189900239697
uniform-d0-r256-rs21-gs12,9,flat,3.2147,1048608,2048.06,0x9db2929b7fb88c91,0.32664705099887215
uniform-d0-r256-rs21-gs12,9,flat_assume_mapped,3.1708,1048608,2048.06,0x9db2929b7fb88c91,0.32664705099887215
uniform-d0-r256-rs21-gs12,9,two_level,4.1624,1052744,2056.14,0x9db2929b7fb88c91,0.32664705099887215
uniform-d0-r256-rs21-gs12,9,radix,7.0966,1083488,2116.19,0x9db2929b7fb88c91,0.32664705099887215
uniform-d0-r256-rs21-gs12,9,cached_radix,8.008,1083744,2116.69,0x9db2929b7fb88c91,0.32664705099887215
uniform-d0-r256-rs21-gs12,9,memx_bounded,5.6046,2248,4.39,0x9db2929b7fb88c91,0.32664705099887215
uniform-d0-r256-rs21-gs12,9,memx_bounded_assume_mapped,2.315,2248,4.39,0x9db2929b7fb88c91,0.32664705099887215
uniform-d0-r256-rs21-gs12,9,memx_bounded_trusted,2.6247,2248,4.39,0x9db2929b7fb88c91,0.32664705099887215
uniform-d0-r256-rs21-gs12,9,memx_bounded_branchless,3.1791,2256,4.41,0x9db2929b7fb88c91,0.32664705099887215
uniform-d0-r256-rs21-gs12,9,memx_overlay_checked,4.5098,2248,4.39,0x9db2929b7fb88c91,0.32664705099887215
uniform-d0-r256-rs21-gs12,9,memx_overlay_trusted,2.2802,2248,4.39,0x9db2929b7fb88c91,0.32664705099887215
uniform-d0-r256-rs21-gs12,9,memx_sparse,5.5128,196808,384.39,0x9db2929b7fb88c91,0.32664705099887215
uniform-d0-r256-rs21-gs12,10,flat,3.3054,1048608,2048.06,0x9db2929b7fb88c91,0.32554429399897344
uniform-d0-r256-rs21-gs12,10,flat_assume_mapped,3.1903,1048608,2048.06,0x9db2929b7fb88c91,0.32554429399897344
uniform-d0-r256-rs21-gs12,10,two_level,4.4267,1052744,2056.14,0x9db2929b7fb88c91,0.32554429399897344
uniform-d0-r256-rs21-gs12,10,radix,7.2816,1083488,2116.19,0x9db2929b7fb88c91,0.32554429399897344
uniform-d0-r256-rs21-gs12,10,cached_radix,8.1376,1083744,2116.69,0x9db2929b7fb88c91,0.32554429399897344
uniform-d0-r256-rs21-gs12,10,memx_bounded,5.5181,2248,4.39,0x9db2929b7fb88c91,0.32554429399897344
uniform-d0-r256-rs21-gs12,10,memx_bounded_assume_mapped,2.1836,2248,4.39,0x9db2929b7fb88c91,0.32554429399897344
uniform-d0-r256-rs21-gs12,10,memx_bounded_trusted,2.1653,2248,4.39,0x9db2929b7fb88c91,0.32554429399897344
uniform-d0-r256-rs21-gs12,10,memx_bounded_branchless,3.0063,2256,4.41,0x9db2929b7fb88c91,0.32554429399897344
uniform-d0-r256-rs21-gs12,10,memx_overlay_checked,4.4476,2248,4.39,0x9db2929b7fb88c91,0.32554429399897344
uniform-d0-r256-rs21-gs12,10,memx_overlay_trusted,2.2389,2248,4.39,0x9db2929b7fb88c91,0.32554429399897344
uniform-d0-r256-rs21-gs12,10,memx_sparse,5.6385,196808,384.39,0x9db2929b7fb88c91,0.32554429399897344
random-d100-r256-rs21-gs12,10,flat,3.1601,1048608,2048.06,0xb7a9108205ed60d6,0.39742314699833514
random-d100-r256-rs21-gs12,10,flat_assume_mapped,3.2945,1048608,2048.06,0xb7a9108205ed60d6,0.39742314699833514
random-d100-r256-rs21-gs12,10,two_level,4.6012,1052744,2056.14,0xb7a9108205ed60d6,0.39742314699833514
random-d100-r256-rs21-gs12,10,radix,7.4318,1083488,2116.19,0xb7a9108205ed60d6,0.39742314699833514
random-d100-r256-rs21-gs12,10,cached_radix,8.0286,1083744,2116.69,0xb7a9108205ed60d6,0.39742314699833514
random-d100-r256-rs21-gs12,10,memx_bounded,6.0127,1050824,2052.39,0xb7a9108205ed60d6,0.39742314699833514
random-d100-r256-rs21-gs12,10,memx_bounded_assume_mapped,3.819,1050824,2052.39,0xb7a9108205ed60d6,0.39742314699833514
random-d100-r256-rs21-gs12,10,memx_bounded_trusted,3.6938,1050824,2052.39,0xb7a9108205ed60d6,0.39742314699833514
random-d100-r256-rs21-gs12,10,memx_bounded_branchless,5.0105,1050832,2052.41,0xb7a9108205ed60d6,0.39742314699833514
random-d100-r256-rs21-gs12,10,memx_overlay_checked,5.8201,1050824,2052.39,0xb7a9108205ed60d6,0.39742314699833514
random-d100-r256-rs21-gs12,10,memx_overlay_trusted,3.6443,1050824,2052.39,0xb7a9108205ed60d6,0.39742314699833514
random-d100-r256-rs21-gs12,10,memx_sparse,6.4499,1245384,2432.39,0xb7a9108205ed60d6,0.39742314699833514
random-d100-r256-rs21-gs12,10,memx_flat_fallback,3.2073,1048776,2048.39,0xb7a9108205ed60d6,0.39742314699833514
uniform-d0-r256-rs21-gs12,11,flat,3.0376,1048608,2048.06,0x9db2929b7fb88c91,0.3271334720047889
uniform-d0-r256-rs21-gs12,11,flat_assume_mapped,3.0815,1048608,2048.06,0x9db2929b7fb88c91,0.3271334720047889
uniform-d0-r256-rs21-gs12,11,two_level,4.0794,1052744,2056.14,0x9db2929b7fb88c91,0.3271334720047889
uniform-d0-r256-rs21-gs12,11,radix,7.6768,1083488,2116.19,0x9db2929b7fb88c91,0.3271334720047889
uniform-d0-r256-rs21-gs12,11,cached_radix,8.0963,1083744,2116.69,0x9db2929b7fb88c91,0.3271334720047889
uniform-d0-r256-rs21-gs12,11,memx_bounded,5.4743,2248,4.39,0x9db2929b7fb88c91,0.3271334720047889
uniform-d0-r256-rs21-gs12,11,memx_bounded_assume_mapped,2.3596,2248,4.39,0x9db2929b7fb88c91,0.3271334720047889
uniform-d0-r256-rs21-gs12,11,memx_bounded_trusted,2.3038,2248,4.39,0x9db2929b7fb88c91,0.3271334720047889
uniform-d0-r256-rs21-gs12,11,memx_bounded_branchless,3.1249,2256,4.41,0x9db2929b7fb88c91,0.3271334720047889
uniform-d0-r256-rs21-gs12,11,memx_overlay_checked,4.5495,2248,4.39,0x9db2929b7fb88c91,0.3271334720047889
uniform-d0-r256-rs21-gs12,11,memx_overlay_trusted,2.3307,2248,4.39,0x9db2929b7fb88c91,0.3271334720047889
uniform-d0-r256-rs21-gs12,11,memx_sparse,5.6702,196808,384.39,0x9db2929b7fb88c91,0.3271334720047889
random-d100-r256-rs21-gs12,11,flat,3.1525,1048608,2048.06,0xb7a9108205ed60d6,0.3991781320000882
random-d100-r256-rs21-gs12,11,flat_assume_mapped,3.0855,1048608,2048.06,0xb7a9108205ed60d6,0.3991781320000882
random-d100-r256-rs21-gs12,11,two_level,4.2085,1052744,2056.14,0xb7a9108205ed60d6,0.3991781320000882
random-d100-r256-rs21-gs12,11,radix,6.8453,1083488,2116.19,0xb7a9108205ed60d6,0.3991781320000882
random-d100-r256-rs21-gs12,11,cached_radix,7.8398,1083744,2116.69,0xb7a9108205ed60d6,0.3991781320000882
random-d100-r256-rs21-gs12,11,memx_bounded,5.8689,1050824,2052.39,0xb7a9108205ed60d6,0.3991781320000882
random-d100-r256-rs21-gs12,11,memx_bounded_assume_mapped,4.0405,1050824,2052.39,0xb7a9108205ed60d6,0.3991781320000882
random-d100-r256-rs21-gs12,11,memx_bounded_trusted,3.8288,1050824,2052.39,0xb7a9108205ed60d6,0.3991781320000882
random-d100-r256-rs21-gs12,11,memx_bounded_branchless,5.1182,1050832,2052.41,0xb7a9108205ed60d6,0.3991781320000882
random-d100-r256-rs21-gs12,11,memx_overlay_checked,6.676,1050824,2052.39,0xb7a9108205ed60d6,0.3991781320000882
random-d100-r256-rs21-gs12,11,memx_overlay_trusted,3.5745,1050824,2052.39,0xb7a9108205ed60d6,0.3991781320000882
random-d100-r256-rs21-gs12,11,memx_sparse,6.4989,1245384,2432.39,0xb7a9108205ed60d6,0.3991781320000882
random-d100-r256-rs21-gs12,11,memx_flat_fallback,3.3146,1048776,2048.39,0xb7a9108205ed60d6,0.3991781320000882
uniform-d0-r256-rs21-gs12,12,flat,3.2075,1048608,2048.06,0x9db2929b7fb88c91,0.3288733730005333
uniform-d0-r256-rs21-gs12,12,flat_assume_mapped,3.2094,1048608,2048.06,0x9db2929b7fb88c91,0.3288733730005333
uniform-d0-r256-rs21-gs12,12,two_level,4.3584,1052744,2056.14,0x9db2929b7fb88c91,0.3288733730005333
uniform-d0-r256-rs21-gs12,12,radix,7.1746,1083488,2116.19,0x9db2929b7fb88c91,0.3288733730005333
uniform-d0-r256-rs21-gs12,12,cached_radix,8.1588,1083744,2116.69,0x9db2929b7fb88c91,0.3288733730005333
uniform-d0-r256-rs21-gs12,12,memx_bounded,5.4376,2248,4.39,0x9db2929b7fb88c91,0.3288733730005333
uniform-d0-r256-rs21-gs12,12,memx_bounded_assume_mapped,2.3853,2248,4.39,0x9db2929b7fb88c91,0.3288733730005333
uniform-d0-r256-rs21-gs12,12,memx_bounded_trusted,2.3191,2248,4.39,0x9db2929b7fb88c91,0.3288733730005333
uniform-d0-r256-rs21-gs12,12,memx_bounded_branchless,3.2662,2256,4.41,0x9db2929b7fb88c91,0.3288733730005333
uniform-d0-r256-rs21-gs12,12,memx_overlay_checked,4.6868,2248,4.39,0x9db2929b7fb88c91,0.3288733730005333
uniform-d0-r256-rs21-gs12,12,memx_overlay_trusted,2.2661,2248,4.39,0x9db2929b7fb88c91,0.3288733730005333
uniform-d0-r256-rs21-gs12,12,memx_sparse,5.6508,196808,384.39,0x9db2929b7fb88c91,0.3288733730005333
random-d100-r256-rs21-gs12,12,flat,3.2858,1048608,2048.06,0xb7a9108205ed60d6,0.3956096890033223
random-d100-r256-rs21-gs12,12,flat_assume_mapped,3.1812,1048608,2048.06,0xb7a9108205ed60d6,0.3956096890033223
random-d100-r256-rs21-gs12,12,two_level,4.3023,1052744,2056.14,0xb7a9108205ed60d6,0.3956096890033223
random-d100-r256-rs21-gs12,12,radix,7.1297,1083488,2116.19,0xb7a9108205ed60d6,0.3956096890033223
random-d100-r256-rs21-gs12,12,cached_radix,8.026,1083744,2116.69,0xb7a9108205ed60d6,0.3956096890033223
random-d100-r256-rs21-gs12,12,memx_bounded,6.1888,1050824,2052.39,0xb7a9108205ed60d6,0.3956096890033223
random-d100-r256-rs21-gs12,12,memx_bounded_assume_mapped,4.0971,1050824,2052.39,0xb7a9108205ed60d6,0.3956096890033223
random-d100-r256-rs21-gs12,12,memx_bounded_trusted,3.7108,1050824,2052.39,0xb7a9108205ed60d6,0.3956096890033223
random-d100-r256-rs21-gs12,12,memx_bounded_branchless,4.792,1050832,2052.41,0xb7a9108205ed60d6,0.3956096890033223
random-d100-r256-rs21-gs12,12,memx_overlay_checked,5.4407,1050824,2052.39,0xb7a9108205ed60d6,0.3956096890033223
random-d100-r256-rs21-gs12,12,memx_overlay_trusted,3.5479,1050824,2052.39,0xb7a9108205ed60d6,0.3956096890033223
random-d100-r256-rs21-gs12,12,memx_sparse,6.4364,1245384,2432.39,0xb7a9108205ed60d6,0.3956096890033223
random-d100-r256-rs21-gs12,12,memx_flat_fallback,2.9099,1048776,2048.39,0xb7a9108205ed60d6,0.3956096890033223
uniform-d0-r256-rs21-gs12,13,flat,3.1855,1048608,2048.06,0x9db2929b7fb88c91,0.33466422100173077
uniform-d0-r256-rs21-gs12,13,flat_assume_mapped,4.5429,1048608,2048.06,0x9db2929b7fb88c91,0.33466422100173077
uniform-d0-r256-rs21-gs12,13,two_level,5.522,1052744,2056.14,0x9db2929b7fb88c91,0.33466422100173077
uniform-d0-r256-rs21-gs12,13,radix,6.8187,1083488,2116.19,0x9db2929b7fb88c91,0.33466422100173077
uniform-d0-r256-rs21-gs12,13,cached_radix,7.809,1083744,2116.69,0x9db2929b7fb88c91,0.33466422100173077
uniform-d0-r256-rs21-gs12,13,memx_bounded,5.3085,2248,4.39,0x9db2929b7fb88c91,0.33466422100173077
uniform-d0-r256-rs21-gs12,13,memx_bounded_assume_mapped,2.2583,2248,4.39,0x9db2929b7fb88c91,0.33466422100173077
uniform-d0-r256-rs21-gs12,13,memx_bounded_trusted,2.3064,2248,4.39,0x9db2929b7fb88c91,0.33466422100173077
uniform-d0-r256-rs21-gs12,13,memx_bounded_branchless,3.0847,2256,4.41,0x9db2929b7fb88c91,0.33466422100173077
uniform-d0-r256-rs21-gs12,13,memx_overlay_checked,4.4711,2248,4.39,0x9db2929b7fb88c91,0.33466422100173077
uniform-d0-r256-rs21-gs12,13,memx_overlay_trusted,2.2803,2248,4.39,0x9db2929b7fb88c91,0.33466422100173077
uniform-d0-r256-rs21-gs12,13,memx_sparse,5.6018,196808,384.39,0x9db2929b7fb88c91,0.33466422100173077
random-d100-r256-rs21-gs12,13,flat,3.0612,1048608,2048.06,0xb7a9108205ed60d6,0.3846692490042187
random-d100-r256-rs21-gs12,13,flat_assume_mapped,3.1405,1048608,2048.06,0xb7a9108205ed60d6,0.3846692490042187
random-d100-r256-rs21-gs12,13,two_level,4.1493,1052744,2056.14,0xb7a9108205ed60d6,0.3846692490042187
random-d100-r256-rs21-gs12,13,radix,6.7236,1083488,2116.19,0xb7a9108205ed60d6,0.3846692490042187
random-d100-r256-rs21-gs12,13,cached_radix,7.672,1083744,2116.69,0xb7a9108205ed60d6,0.3846692490042187
random-d100-r256-rs21-gs12,13,memx_bounded,5.743,1050824,2052.39,0xb7a9108205ed60d6,0.3846692490042187
random-d100-r256-rs21-gs12,13,memx_bounded_assume_mapped,3.8335,1050824,2052.39,0xb7a9108205ed60d6,0.3846692490042187
random-d100-r256-rs21-gs12,13,memx_bounded_trusted,3.6516,1050824,2052.39,0xb7a9108205ed60d6,0.3846692490042187
random-d100-r256-rs21-gs12,13,memx_bounded_branchless,4.8631,1050832,2052.41,0xb7a9108205ed60d6,0.3846692490042187
random-d100-r256-rs21-gs12,13,memx_overlay_checked,5.6498,1050824,2052.39,0xb7a9108205ed60d6,0.3846692490042187
random-d100-r256-rs21-gs12,13,memx_overlay_trusted,3.5016,1050824,2052.39,0xb7a9108205ed60d6,0.3846692490042187
random-d100-r256-rs21-gs12,13,memx_sparse,6.335,1245384,2432.39,0xb7a9108205ed60d6,0.3846692490042187
random-d100-r256-rs21-gs12,13,memx_flat_fallback,2.8974,1048776,2048.39,0xb7a9108205ed60d6,0.3846692490042187
uniform-d0-r256-rs21-gs12,14,flat,3.0494,1048608,2048.06,0x9db2929b7fb88c91,0.3184229460021015
uniform-d0-r256-rs21-gs12,14,flat_assume_mapped,3.1136,1048608,2048.06,0x9db2929b7fb88c91,0.3184229460021015
uniform-d0-r256-rs21-gs12,14,two_level,4.1764,1052744,2056.14,0x9db2929b7fb88c91,0.3184229460021015
uniform-d0-r256-rs21-gs12,14,radix,6.7156,1083488,2116.19,0x9db2929b7fb88c91,0.3184229460021015
uniform-d0-r256-rs21-gs12,14,cached_radix,7.8511,1083744,2116.69,0x9db2929b7fb88c91,0.3184229460021015
uniform-d0-r256-rs21-gs12,14,memx_bounded,5.3496,2248,4.39,0x9db2929b7fb88c91,0.3184229460021015
uniform-d0-r256-rs21-gs12,14,memx_bounded_assume_mapped,2.2438,2248,4.39,0x9db2929b7fb88c91,0.3184229460021015
uniform-d0-r256-rs21-gs12,14,memx_bounded_trusted,2.1793,2248,4.39,0x9db2929b7fb88c91,0.3184229460021015
uniform-d0-r256-rs21-gs12,14,memx_bounded_branchless,3.0498,2256,4.41,0x9db2929b7fb88c91,0.3184229460021015
uniform-d0-r256-rs21-gs12,14,memx_overlay_checked,4.5252,2248,4.39,0x9db2929b7fb88c91,0.3184229460021015
uniform-d0-r256-rs21-gs12,14,memx_overlay_trusted,2.2722,2248,4.39,0x9db2929b7fb88c91,0.3184229460021015
uniform-d0-r256-rs21-gs12,14,memx_sparse,5.7134,196808,384.39,0x9db2929b7fb88c91,0.3184229460021015
random-d100-r256-rs21-gs12,14,flat,3.1616,1048608,2048.06,0xb7a9108205ed60d6,0.3965660260000732
random-d100-r256-rs21-gs12,14,flat_assume_mapped,3.1484,1048608,2048.06,0xb7a9108205ed60d6,0.3965660260000732
random-d100-r256-rs21-gs12,14,two_level,4.2402,1052744,2056.14,0xb7a9108205ed60d6,0.3965660260000732
random-d100-r256-rs21-gs12,14,radix,7.143,1083488,2116.19,0xb7a9108205ed60d6,0.3965660260000732
random-d100-r256-rs21-gs12,14,cached_radix,7.9503,1083744,2116.69,0xb7a9108205ed60d6,0.3965660260000732
random-d100-r256-rs21-gs12,14,memx_bounded,5.9164,1050824,2052.39,0xb7a9108205ed60d6,0.3965660260000732
random-d100-r256-rs21-gs12,14,memx_bounded_assume_mapped,3.9596,1050824,2052.39,0xb7a9108205ed60d6,0.3965660260000732
random-d100-r256-rs21-gs12,14,memx_bounded_trusted,3.9122,1050824,2052.39,0xb7a9108205ed60d6,0.3965660260000732
random-d100-r256-rs21-gs12,14,memx_bounded_branchless,5.1899,1050832,2052.41,0xb7a9108205ed60d6,0.3965660260000732
random-d100-r256-rs21-gs12,14,memx_overlay_checked,5.6992,1050824,2052.39,0xb7a9108205ed60d6,0.3965660260000732
random-d100-r256-rs21-gs12,14,memx_overlay_trusted,3.5354,1050824,2052.39,0xb7a9108205ed60d6,0.3965660260000732
random-d100-r256-rs21-gs12,14,memx_sparse,6.4761,1245384,2432.39,0xb7a9108205ed60d6,0.3965660260000732
random-d100-r256-rs21-gs12,14,memx_flat_fallback,3.1403,1048776,2048.39,0xb7a9108205ed60d6,0.3965660260000732
